type,unit,creationDate,startDate,endDate,value
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:32:06 -0500,2016-07-09 21:33:07 -0500,0.0662606
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:33:07 -0500,2016-07-09 21:34:09 -0500,0.0681988
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:34:09 -0500,2016-07-09 21:35:10 -0500,0.0699975
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:35:10 -0500,2016-07-09 21:36:12 -0500,0.069283
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:36:12 -0500,2016-07-09 21:37:14 -0500,0.068743
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:37:14 -0500,2016-07-09 21:38:15 -0500,0.0701537
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:38:15 -0500,2016-07-09 21:39:17 -0500,0.0695691
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:39:17 -0500,2016-07-09 21:40:18 -0500,0.0708318
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:40:18 -0500,2016-07-09 21:41:20 -0500,0.0667353
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:41:20 -0500,2016-07-09 21:42:21 -0500,0.0688681
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:42:21 -0500,2016-07-09 21:43:23 -0500,0.0704355
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:43:23 -0500,2016-07-09 21:44:25 -0500,0.0651658
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:44:25 -0500,2016-07-09 21:45:26 -0500,0.0661917
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:45:26 -0500,2016-07-09 21:46:28 -0500,0.0394184
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-09 21:48:34 -0500,2016-07-09 21:46:28 -0500,2016-07-09 21:46:59 -0500,0.00708913
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 00:37:19 -0500,2016-07-10 00:06:58 -0500,2016-07-10 00:12:46 -0500,0.0277165
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 00:37:19 -0500,2016-07-10 00:12:46 -0500,2016-07-10 00:14:11 -0500,0.0106794
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 12:30:17 -0500,2016-07-10 12:23:37 -0500,2016-07-10 12:23:52 -0500,0.00441795
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 18:29:49 -0500,2016-07-10 17:36:23 -0500,2016-07-10 17:41:25 -0500,0.206246
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 18:29:49 -0500,2016-07-10 17:41:25 -0500,2016-07-10 17:43:13 -0500,0.0810082
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 20:29:44 -0500,2016-07-10 19:34:22 -0500,2016-07-10 19:36:25 -0500,0.00966411
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 20:29:44 -0500,2016-07-10 20:19:54 -0500,2016-07-10 20:24:55 -0500,0.245455
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 21:36:18 -0500,2016-07-10 20:24:55 -0500,2016-07-10 20:29:55 -0500,0.335619
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 21:36:18 -0500,2016-07-10 20:29:55 -0500,2016-07-10 20:34:57 -0500,0.341113
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 21:36:18 -0500,2016-07-10 20:34:57 -0500,2016-07-10 20:40:00 -0500,0.329018
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 21:36:18 -0500,2016-07-10 20:40:00 -0500,2016-07-10 20:45:02 -0500,0.331528
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 21:36:18 -0500,2016-07-10 20:45:02 -0500,2016-07-10 20:50:02 -0500,0.321572
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 21:36:18 -0500,2016-07-10 20:50:02 -0500,2016-07-10 20:55:02 -0500,0.324496
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-10 21:36:18 -0500,2016-07-10 20:55:02 -0500,2016-07-10 20:57:20 -0500,0.0831297
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 09:32:02 -0500,2016-07-11 08:51:02 -0500,2016-07-11 08:53:32 -0500,0.0342202
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 09:32:02 -0500,2016-07-11 09:10:31 -0500,2016-07-11 09:15:41 -0500,0.0366671
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 09:32:02 -0500,2016-07-11 09:15:41 -0500,2016-07-11 09:16:17 -0500,0.0161676
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 10:30:00 -0500,2016-07-11 09:29:49 -0500,2016-07-11 09:31:36 -0500,0.0153314
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 11:31:18 -0500,2016-07-11 10:56:09 -0500,2016-07-11 11:00:35 -0500,0.067693
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 13:29:44 -0500,2016-07-11 12:38:39 -0500,2016-07-11 12:41:22 -0500,0.0411337
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 13:29:44 -0500,2016-07-11 13:20:09 -0500,2016-07-11 13:21:29 -0500,0.0437067
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 14:29:44 -0500,2016-07-11 13:39:00 -0500,2016-07-11 13:40:57 -0500,0.0338308
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 15:32:57 -0500,2016-07-11 14:51:12 -0500,2016-07-11 14:54:14 -0500,0.0369647
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 15:32:57 -0500,2016-07-11 15:10:38 -0500,2016-07-11 15:11:55 -0500,0.0543091
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 16:30:13 -0500,2016-07-11 16:01:46 -0500,2016-07-11 16:06:05 -0500,0.0597367
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 16:30:13 -0500,2016-07-11 16:11:19 -0500,2016-07-11 16:12:51 -0500,0.011317
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 17:33:34 -0500,2016-07-11 16:33:49 -0500,2016-07-11 16:33:49 -0500,0.00437373
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 17:33:34 -0500,2016-07-11 16:45:23 -0500,2016-07-11 16:45:28 -0500,0.00328084
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 17:33:34 -0500,2016-07-11 16:58:36 -0500,2016-07-11 17:03:34 -0500,0.0361007
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 18:29:44 -0500,2016-07-11 17:53:18 -0500,2016-07-11 17:58:26 -0500,0.0607602
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 18:29:44 -0500,2016-07-11 17:58:26 -0500,2016-07-11 18:02:00 -0500,0.0718732
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 18:29:44 -0500,2016-07-11 18:20:26 -0500,2016-07-11 18:21:50 -0500,0.0432656
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 19:29:47 -0500,2016-07-11 18:42:55 -0500,2016-07-11 18:44:32 -0500,0.0452208
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 19:29:47 -0500,2016-07-11 18:59:35 -0500,2016-07-11 19:01:48 -0500,0.0355682
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 22:12:32 -0500,2016-07-11 20:41:42 -0500,2016-07-11 20:46:45 -0500,0.199057
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 22:12:32 -0500,2016-07-11 20:46:45 -0500,2016-07-11 20:51:47 -0500,0.299214
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 22:12:32 -0500,2016-07-11 20:51:47 -0500,2016-07-11 20:56:49 -0500,0.310502
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 22:12:32 -0500,2016-07-11 20:56:49 -0500,2016-07-11 21:01:50 -0500,0.326389
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 22:12:32 -0500,2016-07-11 21:01:50 -0500,2016-07-11 21:06:52 -0500,0.304441
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 22:12:32 -0500,2016-07-11 21:06:52 -0500,2016-07-11 21:10:35 -0500,0.213033
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-11 22:12:32 -0500,2016-07-11 21:33:29 -0500,2016-07-11 21:34:58 -0500,0.0453071
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 09:30:52 -0500,2016-07-12 08:43:58 -0500,2016-07-12 08:46:32 -0500,0.0550838
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 09:30:52 -0500,2016-07-12 09:03:00 -0500,2016-07-12 09:03:59 -0500,0.0372215
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 09:30:52 -0500,2016-07-12 09:14:31 -0500,2016-07-12 09:15:09 -0500,0.0219724
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 10:32:00 -0500,2016-07-12 09:37:12 -0500,2016-07-12 09:39:48 -0500,0.0138983
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 10:32:00 -0500,2016-07-12 09:50:20 -0500,2016-07-12 09:53:40 -0500,0.0663776
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 12:29:50 -0500,2016-07-12 11:57:04 -0500,2016-07-12 11:58:55 -0500,0.0141792
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 12:29:50 -0500,2016-07-12 12:18:37 -0500,2016-07-12 12:23:29 -0500,0.0918292
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 13:33:00 -0500,2016-07-12 12:52:40 -0500,2016-07-12 12:57:41 -0500,0.203106
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 13:33:00 -0500,2016-07-12 12:57:41 -0500,2016-07-12 13:02:43 -0500,0.275488
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 13:33:00 -0500,2016-07-12 13:02:43 -0500,2016-07-12 13:06:56 -0500,0.0353767
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 14:30:56 -0500,2016-07-12 13:43:53 -0500,2016-07-12 13:49:27 -0500,0.0471305
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 14:30:56 -0500,2016-07-12 13:49:27 -0500,2016-07-12 13:50:10 -0500,0.0273324
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 16:31:08 -0500,2016-07-12 15:51:41 -0500,2016-07-12 15:54:21 -0500,0.0425581
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 17:29:44 -0500,2016-07-12 16:36:53 -0500,2016-07-12 16:41:56 -0500,0.0591656
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 17:29:44 -0500,2016-07-12 17:18:36 -0500,2016-07-12 17:19:43 -0500,0.0469691
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 18:29:44 -0500,2016-07-12 17:37:57 -0500,2016-07-12 17:39:36 -0500,0.0444276
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 20:30:20 -0500,2016-07-12 20:00:33 -0500,2016-07-12 20:06:06 -0500,0.0365277
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 20:30:20 -0500,2016-07-12 20:06:06 -0500,2016-07-12 20:07:05 -0500,0.038415
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 20:30:20 -0500,2016-07-12 20:23:35 -0500,2016-07-12 20:25:02 -0500,0.0519653
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 20:30:20 -0500,2016-07-12 20:25:02 -0500,2016-07-12 20:29:53 -0500,0.0119547
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 22:00:03 -0500,2016-07-12 20:29:53 -0500,2016-07-12 20:33:49 -0500,0.0493787
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 22:00:03 -0500,2016-07-12 20:39:31 -0500,2016-07-12 20:45:29 -0500,0.113649
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 22:00:03 -0500,2016-07-12 20:45:29 -0500,2016-07-12 20:46:20 -0500,0.0205612
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 23:06:19 -0500,2016-07-12 22:33:38 -0500,2016-07-12 22:38:40 -0500,0.0600127
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-12 23:06:19 -0500,2016-07-12 22:38:40 -0500,2016-07-12 22:39:16 -0500,0.0101967
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 00:30:00 -0500,2016-07-13 00:04:52 -0500,2016-07-13 00:08:32 -0500,0.066983
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 00:30:00 -0500,2016-07-13 00:22:36 -0500,2016-07-13 00:27:53 -0500,0.0632415
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 01:33:44 -0500,2016-07-13 00:27:53 -0500,2016-07-13 00:28:01 -0500,0.00382765
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 01:33:44 -0500,2016-07-13 00:39:17 -0500,2016-07-13 00:39:50 -0500,0.00837353
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 09:31:33 -0500,2016-07-13 08:56:47 -0500,2016-07-13 08:59:37 -0500,0.0545617
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 09:31:33 -0500,2016-07-13 09:15:20 -0500,2016-07-13 09:16:50 -0500,0.0596703
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 10:29:47 -0500,2016-07-13 09:38:51 -0500,2016-07-13 09:39:30 -0500,0.0215901
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 10:29:47 -0500,2016-07-13 09:46:41 -0500,2016-07-13 09:50:40 -0500,0.053463
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 10:29:47 -0500,2016-07-13 09:50:40 -0500,2016-07-13 09:53:22 -0500,0.0393436
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 12:37:34 -0500,2016-07-13 11:48:13 -0500,2016-07-13 11:52:15 -0500,0.0821007
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 12:37:34 -0500,2016-07-13 11:52:15 -0500,2016-07-13 11:55:03 -0500,0.0143173
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 15:29:44 -0500,2016-07-13 15:16:29 -0500,2016-07-13 15:18:17 -0500,0.042861
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 15:29:44 -0500,2016-07-13 15:23:46 -0500,2016-07-13 15:29:03 -0500,0.0431111
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 16:29:44 -0500,2016-07-13 15:35:46 -0500,2016-07-13 15:40:47 -0500,0.0669512
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 16:29:44 -0500,2016-07-13 15:40:47 -0500,2016-07-13 15:43:00 -0500,0.034655
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 17:29:44 -0500,2016-07-13 17:02:19 -0500,2016-07-13 17:05:45 -0500,0.10341
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 17:29:44 -0500,2016-07-13 17:05:45 -0500,2016-07-13 17:10:45 -0500,0.0558914
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 17:29:44 -0500,2016-07-13 17:10:45 -0500,2016-07-13 17:15:47 -0500,0.0624413
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 17:29:44 -0500,2016-07-13 17:15:47 -0500,2016-07-13 17:19:25 -0500,0.05025
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 17:29:44 -0500,2016-07-13 17:19:25 -0500,2016-07-13 17:24:26 -0500,0.0445668
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 17:29:44 -0500,2016-07-13 17:24:26 -0500,2016-07-13 17:24:59 -0500,0.0214249
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 18:31:33 -0500,2016-07-13 17:42:01 -0500,2016-07-13 17:45:17 -0500,0.0488218
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 19:29:44 -0500,2016-07-13 18:32:11 -0500,2016-07-13 18:34:32 -0500,0.0506679
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 19:29:44 -0500,2016-07-13 18:49:33 -0500,2016-07-13 18:54:34 -0500,0.254265
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 19:29:44 -0500,2016-07-13 18:54:34 -0500,2016-07-13 18:59:35 -0500,0.260333
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 19:29:44 -0500,2016-07-13 18:59:35 -0500,2016-07-13 19:04:37 -0500,0.378921
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 19:29:44 -0500,2016-07-13 19:04:37 -0500,2016-07-13 19:09:38 -0500,0.328263
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 19:29:44 -0500,2016-07-13 19:09:38 -0500,2016-07-13 19:14:39 -0500,0.395769
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 19:29:44 -0500,2016-07-13 19:14:39 -0500,2016-07-13 19:19:40 -0500,0.325495
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 19:29:44 -0500,2016-07-13 19:19:40 -0500,2016-07-13 19:24:42 -0500,0.324805
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 19:29:44 -0500,2016-07-13 19:24:42 -0500,2016-07-13 19:29:41 -0500,0.145015
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 19:29:41 -0500,2016-07-13 19:34:42 -0500,0.317369
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 19:34:42 -0500,2016-07-13 19:39:44 -0500,0.31436
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 19:39:44 -0500,2016-07-13 19:44:46 -0500,0.397103
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 19:44:46 -0500,2016-07-13 19:49:47 -0500,0.300808
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 19:49:47 -0500,2016-07-13 19:54:48 -0500,0.268367
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 19:54:48 -0500,2016-07-13 19:59:50 -0500,0.277017
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 19:59:50 -0500,2016-07-13 20:03:24 -0500,0.17415
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 20:03:24 -0500,2016-07-13 20:09:17 -0500,0.0203553
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 20:09:17 -0500,2016-07-13 20:09:45 -0500,0.0155969
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:29:59 -0500,2016-07-13 20:18:00 -0500,2016-07-13 20:19:58 -0500,0.0526566
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 20:40:43 -0500,2016-07-13 20:38:00 -0500,2016-07-13 20:40:31 -0500,0.00238607
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 21:59:25 -0500,2016-07-13 20:40:31 -0500,2016-07-13 20:40:36 -0500,0.00412545
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 21:59:25 -0500,2016-07-13 20:47:50 -0500,2016-07-13 20:53:34 -0500,0.00608944
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 21:59:25 -0500,2016-07-13 20:53:34 -0500,2016-07-13 20:57:28 -0500,0.0153464
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 21:59:25 -0500,2016-07-13 21:02:48 -0500,2016-07-13 21:05:04 -0500,0.0640365
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 21:59:25 -0500,2016-07-13 21:14:47 -0500,2016-07-13 21:15:59 -0500,0.0285741
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 21:59:25 -0500,2016-07-13 21:26:47 -0500,2016-07-13 21:28:24 -0500,0.00925188
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-13 21:59:25 -0500,2016-07-13 21:36:50 -0500,2016-07-13 21:41:27 -0500,0.0785347
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 09:29:44 -0500,2016-07-14 08:36:48 -0500,2016-07-14 08:40:03 -0500,0.05018
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 09:29:44 -0500,2016-07-14 08:56:57 -0500,2016-07-14 08:59:23 -0500,0.0757422
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 09:29:44 -0500,2016-07-14 09:15:56 -0500,2016-07-14 09:20:44 -0500,0.0277445
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 10:37:48 -0500,2016-07-14 09:42:08 -0500,2016-07-14 09:44:29 -0500,0.0182294
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 10:37:48 -0500,2016-07-14 10:19:18 -0500,2016-07-14 10:24:38 -0500,0.0440436
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 10:37:48 -0500,2016-07-14 10:24:38 -0500,2016-07-14 10:25:21 -0500,0.0487224
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 11:30:08 -0500,2016-07-14 10:34:52 -0500,2016-07-14 10:39:29 -0500,0.0403371
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 12:32:06 -0500,2016-07-14 11:43:35 -0500,2016-07-14 11:48:36 -0500,0.109914
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 12:32:06 -0500,2016-07-14 11:48:36 -0500,2016-07-14 11:54:13 -0500,0.0118071
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 12:32:06 -0500,2016-07-14 11:54:13 -0500,2016-07-14 11:54:13 -0500,0.00357851
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 12:32:06 -0500,2016-07-14 12:00:43 -0500,2016-07-14 12:03:38 -0500,0.0612064
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 12:32:06 -0500,2016-07-14 12:12:12 -0500,2016-07-14 12:17:17 -0500,0.163435
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 12:32:06 -0500,2016-07-14 12:17:17 -0500,2016-07-14 12:22:19 -0500,0.338981
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 12:32:06 -0500,2016-07-14 12:22:19 -0500,2016-07-14 12:24:01 -0500,0.110431
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 13:29:44 -0500,2016-07-14 12:59:26 -0500,2016-07-14 13:03:53 -0500,0.092672
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 13:29:44 -0500,2016-07-14 13:13:22 -0500,2016-07-14 13:13:35 -0500,0.0108535
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 14:31:14 -0500,2016-07-14 13:29:10 -0500,2016-07-14 13:32:48 -0500,0.0232225
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 14:31:14 -0500,2016-07-14 14:04:40 -0500,2016-07-14 14:08:23 -0500,0.0989653
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 14:31:14 -0500,2016-07-14 14:08:23 -0500,2016-07-14 14:13:24 -0500,0.0110926
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 14:31:14 -0500,2016-07-14 14:13:24 -0500,2016-07-14 14:13:39 -0500,0.00399103
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 14:31:14 -0500,2016-07-14 14:25:12 -0500,2016-07-14 14:30:23 -0500,0.0443911
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 15:33:41 -0500,2016-07-14 14:30:23 -0500,2016-07-14 14:33:02 -0500,0.0192764
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 15:33:41 -0500,2016-07-14 14:52:35 -0500,2016-07-14 14:54:22 -0500,0.0262304
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 17:29:44 -0500,2016-07-14 17:16:04 -0500,2016-07-14 17:21:25 -0500,0.0485884
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 17:29:44 -0500,2016-07-14 17:21:25 -0500,2016-07-14 17:21:50 -0500,0.0141226
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 18:29:44 -0500,2016-07-14 17:38:38 -0500,2016-07-14 17:40:04 -0500,0.0489847
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 19:29:44 -0500,2016-07-14 18:36:28 -0500,2016-07-14 18:41:47 -0500,0.0192361
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 19:29:44 -0500,2016-07-14 18:41:47 -0500,2016-07-14 18:42:46 -0500,0.0474168
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 19:29:44 -0500,2016-07-14 18:57:04 -0500,2016-07-14 19:02:06 -0500,0.289138
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 19:29:44 -0500,2016-07-14 19:02:06 -0500,2016-07-14 19:07:07 -0500,0.328058
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 19:29:44 -0500,2016-07-14 19:07:07 -0500,2016-07-14 19:12:08 -0500,0.391907
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 19:29:44 -0500,2016-07-14 19:12:08 -0500,2016-07-14 19:17:09 -0500,0.353039
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-07-14 19:29:44 -0500,2016-07-14 19:17:09 -0500,2016-07-14 19:22:09 -0500,0.386313
